FINAL    Mensagem
1	reconhecimento público: o atendimento da dell e sua prestadora aqui foi excelente,em menos de 3 dias consertaram a tela do meu notebook
1	boas notícias hoje,o outro notebook,o da dell,vai ser concertado,tudo dentro da garantia
1	chegou meu notebook jesus obrigado fulano ele é lindo
-1	nossa, só reparei agora o tanto de software da dell que tem nesse meu notebook . jesus, é muita coisa
-1	dá uma olhada nessa reclamação contra dell computadores do brasil no fulano
-1	será que a dell me dá um notebook novo porque o meu do nada agora desliga sozinho mesmo com 99% de bateria
-1	fui levar meu notebook pro correios agora só esperar a dell arrumar e mandar ele bom ... e sinto que vai demorar!
1	acabei de ganhar um presentão do fulano um notebook novinho e bem top da dell
1	é muito bom ter notebook novo,dell 2 em 1,muito massa
-1	comprei um notebook fodido da dell, paguei a vista e me deram prazo de até 20 dias para entrega
-1	ativei as configurações do touchped do notebook . fui pra casa da namorada, voltei, me deitei e agora que apareceu a janela de opções. #dell
-1	reclame aqui - dell computadores do brasil - garantia de 3 anos que nao funciona
-1	como se não bastasse meu celular estar estragado estragou o notebook também
-1	notebook da dell é um lixo
-1	a dell me deu 1 ano de garantia grátis em cd por ter comprado um notebook , que não tem drive de cd
-1	ok, formatei o notebook com o sistema da própria dell e a webcam continua sem funcionar. aí vou pro linux e ela funciona
-1	fui no site da dell pra comprar um notebook,vi e ja comprei,ai fui na americanas bisbilhotar e o mesmo notebook ta absurdamente mais barato
-1	eu burra, paguei quase 300 reais num antivirus que veio notebook dell, fulano que nao serve muito e ainda tem uma maldita listra notebook
1	ainda prefiro pagar quase 3 mil reais,num notebook de ultima geração da dell, na moral
-1	foi só comprar a memoria pro macbook e que meu notebook da dell largou mão e parou de trabalhar
-1	fulano fulano fulano o problema foi dia 05.03,fiz todos os procedimentos,pagamento e só hoje irão agendar a visita do técnico
-1	comprar memória pro notebook ? impossível! o jeito é reclamar da dell no fulano
-1	td o que eu queria era o meu notebook sério nunca te pedi nada dell
-1	receptor wifi em notebook em geral é bem ruim. meu celular aqui ao lado nem sente as pequenas quedas de conexão, o dell fica 3 minutos off
-1	dell ajuda por isso não indico a ninguém comprar um dell. estou com notebook encalhado???? fica a dica, dell ajuda fulano
1	tinha um notebook dell com falantes e era um show. troquei por um hp com fones
-1	gente nunca comprem notebook dell as bateria nao duram 2 anos serio
1	tweet para declarar o meu amor pela dell e pelo meu novo notebook sensacionais fodas e rápido beijos
-1	dell, pelo amor de deus troca o meu notebook , vai ser a terceira vez que eu preciso chamar a assistência técnica
1	eu já tinha decidido não comprar um notebook aí a dell vai e anuncia esse mais fino que o mackbook air
-1	dá uma olhada nessa reclamação que eu fiz contra dell computadores do brasil no fulano
-1	fulano já tive dell e ainda tenho um notebook hp.  fuja da dell e da hp. lenovo é o melhor em tudo
1	próximo sonho de consumo: notebook dell inspiron 7000. pirei nesse negócio
-1	estou extremamente insatisfeita com meu notebook dell novo, pois a placa wireless intel 7260 conectividade ruim dell
1	vi um notebook perfeito ontem na saraiva, dell,i7 5ª geração, tela touch, 8g, teclado retroiluminado e virava mesa digitalizadora?
-1	eu achava que a fulano era boa,até hd de 1tb do meu inspiron 14 morrer de vez... e agora,será que eu compro um acer como meu próximo note??
-1	tô há quatro meses com o notebook da dell e os graves do som já estão fodidos
1	tem dois dell inspiron que são os que n são bosta,mas o resto tem tipo 1 hp muito lixo e dois positivo
-1	dá uma olhada nessa reclamação contra dell computadores do brasil no fulano -
-1	galera nao comprem notebook da fulano fulano porque no futuro quando você quiser atualiza-lo nao vai poder
-1	notebook de 3 mil reais dar problema para conectar wi-fi
-1	eu simplesmente não encontro no site da dell como faço pra solicitar o suporte deles,porque meu notebook tá com problema numa das portas usb dele
-1	perguntar não ofende: por quê a dell vende um notebook com sistema operacional ubuntu mais caro que o mesmo notebook com windows 8.1?
-1	meu notebook ta muito lento to me sentindo enganado pela dell porque me fizeram uma propaganda enorme dessa coisa
1	alguém me dá um notebook dell, tô apaixonado por esse teclado molinho e gostoso de digitar, ai tô apaixonado mesmo
-1	ahh cacete, dell porque tu me manda mensagem dizendo pra verificar status do meu notebook , se não muda nada?
-1	fulano fulano fulano  não comprem !!! tela com manhas e super aquecimento do teclado
1	não vejo a hora de chegar meu notebook foda da dell
-1	troquei 6 por meia dúzia, achei que trocando meu notebook da dell pelo da samsung ia me livrar de problemas. porra nenhuma
-1	o praise-the-lord amazing wonderful ultra mega power notebook dell® foi pra fita em 2 semanas. nem isso,eu acho
1	eu queria tanto um notebook da dell ou hp
1	finalmente com meu notebook funcionando novamente! - o bom da dell (quando merece eu falo) é que todo os serviços
-1	por que notebook da dell e tão ruim?
-1	compre um notebook da dell e de brinde ganhe 24 meses de dor de cabeça ou sofra com ela até trocar de notebook :)
-1	dell alguém consegue me explicar por que eu não consigo nem aumentar e nem diminuir o brilho do meu notebook ? obrigado!!
-1	a pessoa compra um notebook e é obrigado a comprar um mouse... porque o touchpad não vale bosta! cce >>>>>>> dell
